pos_words,pos_counts,neu_words,neu_counts,neg_words,neg_counts
ice,55,mean,116,yes,33
via,55,website,116,support,33
sensanders,54,continue,115,https,33
build,54,sue,115,plan,33
national,54,problem,112,problem,33
elect,54,thank,112,scientist,33
sign,54,thing,111,theres,33
chief,54,urge,111,worry,33
explain,53,al,110,flood,33
fund,53,administration,110,natural,32
record,53,worry,110,act,32
cities,53,chief,110,food,32
keep,53,exxon,110,heat,32
hope,53,mention,109,worlds,32
cost,53,scientist,107,well,32
primary,53,key,107,truth,32
strong,52,understand,107,frighten,32
nothing,52,become,106,tackle,31
high,52,evidence,105,ignore,31
arctic,52,nytimes,105,government,31
join,52,concern,105,game,31
problem,52,bear,104,ht,31
try,52,environmental,104,try,31
coal,52,pope,104,exxon,31
ask,51,gore,103,watch,30
please,51,try,102,vote,30
point,51,push,102,common,30
resources,51,http,101,via,30
barrier,51,claim,101,un,30
https,50,increase,100,fear,30
pollution,50,country,99,idiot,30
u,50,fossil,99,explain,30
feel,50,video,99,big,30
nuclear,50,reduce,98,na,30
limit,50,women,98,emissions,30
clear,50,hes,98,tweet,29
kill,50,scientific,98,much,29
money,50,speak,98,media,29
might,49,https,97,nuclear,29
start,49,war,97,last,29
heres,49,really,96,die,29
countries,49,lie,96,americans,29
al,49,worlds,96,failure,29
unite,49,without,96,defense,29
back,49,another,96,reduce,29
nytimes,49,turn,95,increase,29
discuss,49,live,95,another,29
due,48,drive,94,ocean,28
become,48,polar,94,around,28
fossil,48,role,94,maybe,28
cool,47,actually,94,theyre,28
everyone,47,emissions,94,sorry,28
solutions,47,forest,93,without,28
bill,47,build,93,independent,28
worlds,47,point,93,crazy,28
bring,47,around,93,snow,28
story,47,much,93,national,28
concern,47,policies,93,angry,28
storm,47,view,93,feel,27
environmental,47,already,92,lose,27
hes,46,leader,92,guy,27
fact,46,pay,92,wont,27
question,46,kill,92,fund,27
security,46,bill,92,expensive,27
tree,45,conference,92,security,27
war,45,explain,92,continue,27
whole,45,political,92,u,27
facts,45,htt,89,shock,27
house,45,heat,89,humans,27
guy,44,cut,89,experts,27
enjoy,44,post,89,might,27
already,44,please,89,matter,27
species,44,children,89,pruitts,27
company,44,solve,88,mental,27
america,43,part,88,credible,27
step,43,stake,87,avoid,26
mention,43,air,86,record,26
tweet,43,lose,86,research,26
gore,43,contribute,86,job,26
leaders,43,things,86,house,26
responsible,43,remove,86,past,26
put,42,climatecentral,85,false,26
rare,42,business,85,air,26
nice,42,accord,85,gore,26
mean,42,reality,84,create,25
chinese,42,republicans,84,secret,25
powerful,42,stand,83,political,25
worth,42,melt,83,facts,25
power,42,na,82,limit,25
city,42,team,82,suffer,25
break,41,nuclear,82,lot,25
http,41,break,82,oil,25
die,41,since,82,live,25
ht,41,god,82,future,25
every,41,agree,81,pollution,25
website,41,tweet,81,whats,25
contribute,40,history,81,yet,25
ok,40,hit,81,heres,25
piece,40,might,80,uk,25
food,40,email,80,day,25
happy,40,pollution,80,storm,25
kind,40,hope,80,gop,25
tax,40,never,80,pope,25
contributor,40,ban,80,post,24
drive,40,federal,80,coal,24
increase,40,raise,79,events,24
around,39,matter,79,hear,24
pay,39,gop,79,guardian,24
link,39,fact,79,turn,24
extreme,39,india,79,life,24
lecture,39,didnt,79,resources,24
things,39,tillerson,79,idiots,24
conflict,39,natural,78,al,24
data,39,independent,78,ask,24
film,38,bring,78,tillerson,24
yet,38,reason,77,inconvenient,24
threaten,38,parisagreement,77,million,24
far,38,exist,77,deluge,24
role,38,move,77,hurricanes,24
women,38,kid,77,scenarios,24
biggest,38,american,77,agenda,23
scientific,38,degrees,76,tree,23
plant,38,media,76,base,23
reduce,38,countries,76,fact,23
likely,38,pick,76,ever,23
special,37,power,76,break,23
exist,37,cost,75,ill,23
exit,37,winter,75,away,23
florida,37,party,75,instead,23
model,37,force,75,dead,23
business,37,money,75,place,23
less,37,term,75,consider,23
turn,37,something,75,insane,23
oh,36,job,74,combat,23
public,36,solution,74,cut,23
last,36,plant,73,sick,23
continue,36,adapt,73,deadly,23
fire,36,mitigate,73,callers,23
never,36,drop,73,fossil,22
uk,36,agriculture,73,party,22
didnt,35,nothing,73,meat,22
climatereality,35,battle,73,affect,22
lose,35,facts,73,melt,22
effective,35,summit,73,enough,22
speech,35,tree,72,agreement,22
pretty,35,species,72,expect,22
forest,35,experts,72,millions,22
set,35,open,72,next,22
ready,35,potus,72,half,22
yes,34,department,72,researchers,22
hit,34,daily,71,never,22
potus,34,washingtonpost,71,dumb,22
glad,34,yes,71,exist,22
since,34,youre,70,since,22
trade,34,spend,70,gon,22
major,34,americans,70,challenge,22
destroy,34,name,69,part,22
launch,34,despite,69,gt,22
god,34,course,69,thehill,22
nasa,34,grow,68,harvey,22
fossi,34,u,68,htt,21
actually,34,feel,68,company,21
amaze,33,long,68,concern,21
something,33,hold,68,something,21
spend,33,secretary,68,article,21
emissions,33,cover,67,greenpeace,21
response,33,storm,67,fire,21
excellent,33,enough,67,sec,21
leader,33,penguin,67,efforts,21
answer,33,ago,67,convince,21
reason,33,disaster,67,link,21
share,33,page,67,discuss,21
claim,33,tax,66,administration,21
reality,33,gas,66,miss,21
gop,33,project,66,rex,21
policies,33,reform,66,power,21
old,33,unite,66,species,21
cnn,33,concept,66,loss,21
open,32,industry,65,everyone,20
pact,32,rule,65,anyone,20
speak,32,beforetheflood,64,nasa,20
blog,32,focus,64,ridiculous,20
washington,32,uk,64,hit,20
word,32,two,64,reality,20
r,32,pledge,64,environmental,20
importance,32,solutions,64,meet,20
lie,32,begin,64,policies,20
therell,32,anything,64,move,20
grow,32,imvotingbecause,64,join,20
welcome,32,fire,64,oh,20
arent,31,hear,64,silly,20
course,31,dioxide,64,council,20
blame,31,everyone,63,arent,20
economy,31,age,63,video,20
green,31,economy,63,evidence,20
without,31,reef,63,bottle,20
fear,31,word,63,back,19
theres,31,extreme,63,two,19
life,31,coral,63,rain,19
ways,31,delete,63,australia,19
anyone,31,gt,62,cover,19
sue,31,home,62,biggest,19
proud,31,wait,62,decades,19
hurricanes,31,theyre,62,reverse,19
documentary,30,ocean,62,accord,19
criticize,30,immigration,62,reach,19
h,30,week,62,unlikely,19
degrees,30,book,62,become,19
check,30,international,61,h,19
natural,30,social,61,eat,19
view,30,washington,61,hurricane,19
light,30,yet,60,election,18
result,30,step,60,reason,18
greater,30,crisis,60,thank,18
write,30,nature,60,moron,18
bold,30,result,60,point,18
adapt,30,oh,60,dark,18
significant,30,line,60,please,18
thehill,30,ways,59,lastweektonight,18
ocean,30,answer,59,step,18
cooperation,30,anyone,59,anymore,18
popular,30,manufacture,59,washingtonpost,18
adaptation,30,equality,59,mention,18
book,30,francis,59,stevesgoddard,18
leonardo,29,park,59,forest,18
leodicaprio,29,life,58,shift,17
guardian,29,researchers,58,small,17
solve,29,adaptation,58,nations,17
nature,29,reuters,58,name,17
ive,29,curb,58,alarm,17
include,29,check,58,yeah,17
damage,29,set,58,ago,17
beautiful,29,march,58,solve,17
party,29,guy,58,leader,17
sound,29,hottest,58,push,17
gt,29,rex,58,disastrous,17
wait,29,harvey,58,actually,17
bernie,29,place,57,women,17
side,29,send,57,danger,17
nobody,29,mind,57,hand,17
exxon,29,fear,57,afraid,17
week,28,write,57,awful,17
industry,28,maybe,57,threaten,17
local,28,indigenous,56,north,17
climatecentral,28,cancel,56,wait,17
whats,28,accept,56,didnt,17
project,28,play,56,release,17
california,28,million,56,shut,17
together,28,communities,56,bring,17
easy,28,remember,56,potus,17
billion,28,ht,56,plastic,17
white,28,lot,56,gas,16
melt,28,invent,56,r,16
stand,27,city,56,clinton,16
conservatives,27,farmers,55,cancel,16
ambitious,27,nations,55,corrupt,16
next,27,elect,55,accept,16
contradict,27,actonclimate,55,agree,16
though,27,away,55,negative,16
experts,27,share,55,view,16
safe,27,group,55,foreign,16
rich,27,far,55,minute,16
smart,27,john,55,longer,16
hurricane,27,obamas,55,god,16
soon,27,pm,55,prepare,16
washingtonpost,27,ever,55,budget,16
republicans,27,natgeochannel,54,suck,16
assaadrazzouk,27,whats,54,force,16
sanders,27,minister,54,week,16
accord,27,first,54,irma,16
park,27,expect,54,adapt,15
idea,27,leadership,54,production,15
commit,27,republican,54,anything,15
suggest,27,whether,54,pay,15
investors,27,fix,54,kurteichenwald,15
enough,26,budget,54,russia,15
expect,26,eat,53,ive,15
raise,26,together,53,pick,15
focus,26,limit,53,remember,15
november,26,australia,53,kid,15
run,26,story,53,crap,15
urgent,26,learn,53,consequences,15
place,26,gon,53,chance,15
whether,26,map,53,accelerate,15
gon,26,h,52,share,15
battle,26,leodicaprio,52,among,15
line,26,oceans,52,whether,15
paper,26,guardianeco,52,email,15
threats,26,consider,52,hide,15
probably,26,run,52,auspol,15
always,26,brown,52,number,15
hey,26,someone,51,bc,15
theyre,26,doubt,51,sanders,15
control,26,entire,51,bbc,15
federal,26,sit,51,white,15
bet,26,almost,51,noaa,15
school,26,prove,51,pathetic,15
poverty,25,pull,51,mad,15
among,25,hurricane,51,disasters,14
parisagreement,25,instead,50,public,14
home,25,likely,50,wake,14
doubt,25,congress,50,plant,14
convince,25,opinion,50,washington,14
play,25,land,50,contribute,14
do,25,survive,50,deforestation,14
hillary,25,activity,50,horrible,14
auspol,25,include,50,either,14
administration,25,green,50,word,14
humanity,25,wef,50,sierraclub,14
follow,25,hurricanes,50,ajplus,14
heat,25,always,49,literally,14
days,24,govt,49,florida,14
message,24,court,49,chinese,14
growth,24,local,49,myth,14
gay,24,wall,49,someone,14
republican,24,reveal,49,mark,14
billmckibben,24,stevesgoddard,49,sense,14
maybe,24,article,49,f,14
cut,24,attack,49,disaster,14
factor,24,damage,48,across,14
offer,24,add,48,africa,14
overwhelm,24,relate,48,reveal,14
surprise,24,race,48,climatereality,14
bigger,24,reject,48,hey,14
india,24,climatereality,48,season,14
pope,24,ahead,48,drought,14
sustainable,24,catastrophic,48,run,14
dicaprios,23,poverty,48,play,14
efforts,23,campaign,48,texas,14
reuters,23,follow,48,pose,14
farmers,23,africa,48,seem,14
push,23,fail,48,impossible,14
events,23,bbc,48,california,14
land,23,days,48,trouble,14
experience,23,film,47,build,14
envdefensefund,23,consensus,47,bird,14
disaster,23,gov,47,international,14
begin,23,bleach,47,city,14
age,23,reach,47,unchecked,14
joke,23,election,46,safetypindaily,14
name,23,high,46,interview,14
wall,23,tonight,46,order,14
terrorism,23,position,46,vortex,13
accept,23,reverse,46,problems,13
forget,23,probably,46,evil,13
target,23,predict,45,obamas,13
epas,23,agenda,45,hot,13
funny,22,governments,45,c,13
force,22,extinction,45,politicians,13
positive,22,develop,45,extinct,13
survive,22,refuse,45,conference,13
clinton,22,problems,45,elect,13
education,22,speech,45,etc,13
catastrophic,22,school,45,children,13
another,22,decades,45,voxdotcom,13
berniesanders,22,florida,45,pretend,13
mitigation,22,eu,45,leadership,13
yeah,22,accelerate,45,business,13
hell,22,renewable,44,john,13
harvey,22,terrorism,44,secretary,13
problems,22,evolution,44,team,13
anything,22,buy,44,antarctica,13
leadership,22,guess,44,everything,13
stories,22,majority,44,conflict,13
agenda,22,case,44,w,13
conference,22,economic,44,target,13
john,22,wonder,44,prisonplanet,13
hold,22,proof,44,proof,13
etc,22,davos,44,skeptical,13
govt,22,awareness,43,prove,13
almost,22,stay,43,always,13
children,22,canada,43,opinion,13
wow,22,everything,43,consensus,13
send,22,sanders,43,desperate,13
governments,22,control,43,home,13
minister,22,progress,43,envdefensefund,13
independent,22,approach,43,violent,13
pm,22,agency,43,answer,13
dioxide,22,target,43,do,13
brilliant,21,c,43,map,13
beforetheflood,21,sun,42,project,13
history,21,r,42,climatecentral,13
solar,21,prevent,42,binge,13
election,21,sciam,42,graphic,13
prepare,21,trade,42,allow,12
young,21,message,42,industry,12
campaign,21,myth,42,truly,12
solution,21,twitter,42,berniesanders,12
ur,21,hand,42,demand,12
interview,21,sense,42,speak,12
politicians,21,ajplus,42,prevent,12
stun,21,ddlovato,42,confuse,12
tomorrow,21,comprehensive,42,beyond,12
predict,21,de,42,launch,12
super,21,trigger,42,learn,12
matter,21,historic,42,stupidity,12
opinion,21,require,42,reef,12
choose,21,territory,42,depress,12
photos,21,do,41,solution,12
gun,21,urgent,41,listen,12
remember,21,current,41,campaign,12
weve,21,weve,41,abc,12
everything,21,massive,41,official,12
guess,21,demand,41,days,12
gas,21,arent,41,petition,12
development,21,shift,41,eye,12
unprecedented,21,hell,41,liberal,12
mitigate,21,population,41,bunch,12
w,21,destroy,41,politics,12
mayor,21,bernie,41,soon,12
temperatures,21,ivotedbecause,41,globalwarming,12
team,21,burn,41,ppl,12
away,21,yeah,41,protect,12
davos,21,jerry,41,fish,12
blow,20,office,41,position,12
perfect,20,launch,41,oceans,12
little,20,general,41,opportunity,12
add,20,uncharted,41,paper,12
able,20,response,40,result,12
candidate,20,longer,40,india,12
ppl,20,scam,40,remove,12
person,20,coast,40,temperature,12
fake,20,less,40,program,12
price,20,literally,40,extend,11
north,20,seem,40,idea,11
allow,20,old,40,image,11
renewable,20,executive,40,sit,11
poll,20,fake,40,candidate,11
ban,20,ceo,40,damn,11
chance,20,irma,40,tveitdal,11
mind,20,strategy,39,outside,11
pick,20,billions,39,weird,11
base,20,auspol,39,spread,11
c,20,dicaprio,39,temps,11
technology,20,explore,39,hold,11
scam,20,charge,39,agriculture,11
stevesgoddard,20,russia,39,wonder,11
position,20,listen,39,hat,11
australia,20,system,39,death,11
coral,20,bigger,39,irony,11
wonder,20,program,39,unite,11
f,20,mine,39,black,11
extinction,20,front,39,wouldnt,11
nrdc,20,worsen,39,community,11
meat,19,etc,39,piece,11
politics,19,skeptic,39,wtf,11
two,19,nrdc,39,trade,11
instead,19,envdefensefund,38,age,11
excite,19,recent,38,four,11
tonight,19,leonardo,38,good,11
bear,19,short,38,south,11
burn,19,official,38,beat,11
refugees,19,list,38,pledge,11
someone,19,review,38,rule,11
proof,19,pacific,38,visit,11
n,19,abc,38,idiotic,11
map,19,north,38,crisis,11
release,19,visit,38,cities,11
wake,19,suffer,38,focus,11
measure,19,measure,38,scam,11
million,19,w,38,nrdc,11
summer,19,finally,38,difficult,11
governor,19,transition,38,oxford,11
gate,19,gun,38,elitists,11
biodiversity,19,south,38,network,11
series,18,york,38,control,11
agriculture,18,mass,38,habitat,11
political,18,greenpeace,37,basic,11
ideas,18,many,37,case,11
consequences,18,threats,37,bill,11
consensus,18,press,37,first,11
fix,18,november,37,toll,11
miss,18,fusion,37,dramatic,11
okay,18,disasters,37,school,11
long,18,hillaryclinton,37,pm,11
lmao,18,channel,37,yall,11
areas,18,reminder,37,british,11
page,18,suggest,37,be,11
reject,18,inaction,37,clear,11
priority,18,publish,37,neil,11
opportunity,18,financial,37,harder,11
shift,18,roll,37,minister,11
de,18,humanity,37,wasnt,11
ago,18,yall,36,finally,11
discussion,18,education,36,drag,11
mayors,18,politicians,36,three,11
crisis,18,id,36,stupendously,11
trend,18,model,36,natgeo,10
conversation,18,drought,36,canada,10
canada,18,joke,36,ready,10
cover,18,politics,36,side,10
eu,18,summer,36,response,10
oceans,18,beat,36,course,10
natgeo,17,law,36,th,10
doc,17,good,36,stand,10
youtube,17,aim,36,temperatures,10
abt,17,convince,36,nicholas,10
inspire,17,el,36,stern,10
main,17,panel,36,billmckibben,10
curb,17,b,36,ignorant,10
yall,17,cool,36,invent,10
temperature,17,cold,36,mind,10
short,17,documentary,35,american,10
quick,17,disappear,35,else,10
ahead,17,bank,35,alone,10
evolution,17,temperatures,35,set,10
thinkprogress,17,soon,35,wash,10
mostly,17,corporate,35,okay,10
law,17,prepare,35,promise,10
polar,17,foxnews,35,include,10
actonclimate,17,staff,35,dirty,10
congress,17,teach,35,bleak,10
fair,17,friends,35,brain,10
theory,17,solar,35,fix,10
confirm,17,civil,35,renewables,10
rest,17,faster,35,old,10
europe,17,womens,34,popsci,10
goals,17,fall,34,review,10
whitehouse,17,rain,34,richarddawkins,10
skeptic,17,argue,34,disappear,10
alarm,17,source,34,mins,10
zealand,17,antarctica,34,eu,10
three,17,growth,34,blind,10
group,17,letter,34,federal,10
decades,17,france,34,aid,10
seem,17,early,34,ass,10
space,17,e,34,everyday,10
tool,17,commit,34,unless,10
remove,17,release,34,isis,10
order,17,latimes,34,sequel,10
david,17,crack,34,weak,10
disasters,17,network,34,republicans,10
wef,17,migration,34,fraud,10
american,17,charles,34,key,10
irma,17,surprise,33,department,10
term,16,highlight,33,billions,10
slow,16,number,33,wall,10
nye,16,soil,33,fall,10
movie,16,rest,33,website,10
prevent,16,vulnerable,33,factor,10
slate,16,committee,33,nature,10
exactly,16,offer,33,depression,10
reverse,16,possible,33,sink,10
bite,16,choose,33,francis,10
list,16,sierraclub,33,wear,9
mother,16,liberal,33,forecast,9
indigenous,16,farm,33,island,9
towards,16,danger,33,animal,9
th,16,cnni,33,yearsofliving,9
absolutely,16,conservatives,33,lack,9
engage,16,statement,33,adaptation,9
fit,16,inequality,33,threats,9
majority,16,blog,33,guardianeco,9
healthy,16,across,33,morning,9
teach,16,google,33,sound,9
liberal,16,minimum,33,propaganda,9
approach,16,wage,33,choice,9
intense,16,anemones,33,shoot,9
hottest,16,thousands,33,presidency,9
politickels,16,noaa,33,return,9
trumpn,16,mayor,33,clean,9
highlight,16,alaska,33,ur,9
community,16,club,33,terrible,9
animals,16,simple,32,drink,9
require,16,personally,32,land,9
lgbt,16,outside,32,progress,9
finally,16,lack,32,realize,9
wish,16,clear,32,baby,9
bbc,16,decide,32,evolution,9
demand,16,ive,32,infrastructure,9
defense,16,price,32,inequality,9
march,16,cite,32,indigenous,9
six,16,announce,32,population,9
uproar,16,los,32,hasnt,9
cars,16,conflict,32,summer,9
online,15,kerry,32,rank,9
grist,15,dangerous,32,cry,9
access,15,pakistan,32,governments,9
key,15,defense,32,cnnpolitics,9
leo,15,alarm,32,reminder,9
awareness,15,technology,32,check,9
myth,15,stance,32,falsely,9
p,15,nearly,32,comment,9
certainly,15,loss,32,open,9
ecological,15,comment,32,high,9
aware,15,community,31,suppose,9
quickly,15,allow,31,almost,9
fun,15,shoot,31,hurt,9
class,15,discussion,31,grind,9
reminder,15,democrats,31,motherjones,9
consider,15,truth,31,history,9
transition,15,tveitdal,31,interest,9
respond,15,wrong,31,deeply,9
higher,15,remain,31,long,9
forward,15,crime,31,far,9
id,15,hey,31,park,9
media,15,poll,31,society,9
healthcare,15,transform,31,drive,9
info,15,kamalaharris,31,vox,9
office,15,goals,31,billion,9
longer,15,tha,31,term,9
survey,15,waste,31,vanish,9
despite,15,factor,31,hunger,9
abc,15,development,31,gun,9
fill,15,resilience,31,govt,9
danger,15,conservative,31,february,9
loss,15,london,31,wh,9
improve,15,private,31,artificial,9
rain,15,acknowledge,31,epas,9
fox,15,alias,31,bernie,9
early,15,ppl,30,source,9
morning,15,europe,30,terrorism,9
example,15,single,30,lawsuit,9
case,15,youtube,30,thousands,9
email,15,zero,30,mobil,9
truth,15,treat,30,recent,9
imagine,15,season,30,cnni,9
modern,15,worse,30,algore,9
remind,15,sustainable,30,congress,9
waste,15,pact,30,trend,9
program,14,design,30,damage,9
incredible,14,usa,30,rather,9
sense,14,hunger,30,brexit,9
plus,14,paper,30,disappoint,9
dicaprio,14,finance,30,probably,9
damn,14,di,30,mayor,9
shouldnt,14,dear,30,degrasse,9
millions,14,blow,30,tyson,9
large,14,greenhouse,30,recover,9
astound,14,serious,30,main,8
americas,14,innovation,30,hillary,8
soil,14,nye,30,extinction,8
e,14,americas,30,film,8
freeze,14,forward,30,salon,8
drought,14,michael,30,hell,8
promise,14,dismantle,30,unbelievable,8
available,14,involve,30,highlight,8
mass,14,mark,30,huffingtonpost,8
social,14,exxonmobil,30,grow,8
award,14,three,30,attack,8
review,14,death,30,parisagreement,8
unep,14,moral,30,refuse,8
present,14,chicago,30,google,8
wire,14,phrase,30,blow,8
seriously,14,account,30,price,8
current,14,wave,30,theory,8
voice,14,shut,30,slowly,8
remain,14,rick,30,kelkulus,8
fast,14,events,30,republican,8
board,14,epascottpruitt,30,apparently,8
recent,14,resist,29,ban,8
explore,14,protest,29,center,8
pres,14,satellite,29,forget,8
sciam,14,natgeo,29,second,8
physics,14,seriously,29,desert,8
race,14,main,29,simple,8
activity,14,wow,29,pole,8
front,14,spread,29,nytnational,8
attention,14,former,29,page,8
innovative,14,biodiversity,29,court,8
awesome,14,voice,29,education,8
inaction,14,temperature,29,charge,8
picture,14,dept,29,alaska,8
relevant,14,else,29,complex,8
secretary,14,avoid,29,double,8
guardianeco,14,interest,29,group,8
production,14,walk,29,criminal,8
drop,14,production,29,photos,8
normal,14,presidency,29,ugly,8
greenpeace,14,racist,29,nyt,8
serious,14,largest,29,cite,8
algore,14,abandon,29,round,8
trouble,14,respond,29,wow,8
coverage,14,admin,29,abrupt,8
innovation,14,nowthisnews,29,netherlands,8
invest,14,event,29,tire,8
gov,14,todays,29,single,8
admin,14,century,29,story,8
beyond,14,fox,29,solutions,8
wouldnt,14,pres,29,dad,8
democrats,14,slow,29,pretty,8
moon,14,macron,29,hundreds,8
tveitdal,14,isis,28,benefit,8
liberals,13,fish,28,trap,8
hillaryclinton,13,texas,28,lnp,8
produce,13,young,28,solar,8
wasnt,13,investors,28,close,8
citizens,13,knowledge,28,mess,8
cathmckenna,13,animal,28,write,8
budget,13,least,28,poverty,8
quite,13,cnnpolitics,28,statement,8
argue,13,students,28,social,8
disappear,13,close,28,tough,8
oppose,13,youth,28,extremely,8
abortion,13,billion,28,predictions,8
investment,13,interview,28,cool,8
generation,13,five,28,delete,8
fall,13,fuck,28,raise,8
ap,13,protection,28,doubt,8
verge,13,shit,28,growth,8
strategy,13,jam,28,commit,8
sit,13,mayors,28,usual,8
society,13,ivanka,28,likely,8
laws,13,ny,28,mother,8
bird,13,responsible,28,despite,8
letter,13,divest,28,battle,8
isis,13,safetypindaily,28,person,8
hand,13,vow,27,n,8
skeptics,13,supply,27,note,8
conspiracy,13,thinkprogress,27,illegal,8
coast,13,crucial,27,current,8
la,13,slam,27,bomb,8
inequality,13,society,27,newsweek,8
panel,13,value,27,suggest,8
straight,13,hard,27,educate,8
accelerate,13,candidate,27,coalition,8
africa,13,unep,27,nowthisnews,8
wind,13,hurt,27,climatechangeisreal,8
voters,13,tomorrow,27,within,8
profit,13,f,27,grasp,8
weeks,13,coastal,27,disgust,7
sexual,13,little,27,dude,7
renewables,13,liberals,27,november,7
